7283.6,9936.4,1577.8,8528.3,8112.8,9628.8,9614.7,15607,14840,8946,0,7681.8,1899.8,13935,2610.3,4360.2,2544.2,5183.9,3547.2,717.99,7044.3,5935.9,909.01,10734,6226.9,4896.6,5580.3,1981,7161.2,2944.2,3277.1,12908,16287,7194.4,1151.1,11047,1844.6,3613.5,3520.1,12516,5023.3,5759.2,10175,17549,4803.4,2072.8,7500.6,6948,7759,10860,9051.8,3374.4,10241,12163,8179.6,3475.1,10327,13201,4967.1,3138.2,9972.5,3694,7469.1,2367.5,7097.3,10026,7209.3,13989,9728.7,6456.2,2059.8,11220,16128,1367.1,8186.7,6575,1473.5,7087.6,5523.4,6255.2,6302,11127,1640,6289.6,10317,1481.3,12101,7577.9,9391.6,10456,4396.3,7067.2,618.2,6730.4,5156.1,11528,9626.1,2794.2,6172,15415
1891.1,2697.3,7096.2,2346.4,851.95,3084.2,3575.8,7383.7,7177,2250.2,7681.8,0,5630.7,6804.8,5525.6,4276.7,7806.5,12581,6108.1,6815.5,1599.6,1116.2,7163.2,2094.5,1920.5,13882,13753,9010.3,2062.3,4708.6,10835,4272,7668.5,910.7,8477.5,3706.9,6388,4046.8,5249.7,7214.7,11136,13476,3919.9,9409.8,3629.4,7594.9,648.82,1006.4,932.68,3522.2,2698.6,4725.9,4937.9,4105.9,137.66,5170.2,3115.1,3411.6,2797,5089,2945.5,3217,1726.3,5702.6,2519.7,1973.9,628.04,5865.6,2968.1,2860.7,5790.2,2415.9,8062.7,7710.5,1787.9,12996,5585.8,10455,2890.8,1982.6,11230,10952,5497.4,10898,1724.7,7000.4,4122.7,2286,2456.3,3081.1,4781.4,12727,8133.7,1523.1,3065.4,8428.4,15276,5157.8,754.79,7034.1
5783.4,7429.5,1023.6,7493.7,6554.5,8944.1,7916.3,12318,13463,5229.3,1899.8,5630.7,0,10757,595.13,2118.7,2997.4,8677.7,892.93,1709.2,6758,5849.3,1994,5983.7,5067,8060.1,8604.9,4045.1,7045.9,707.16,6513.1,11582,11609,5038.2,2673.9,9156.6,1140.9,1321.3,1133,11385,6324.9,7333.7,8612.1,12864,3176.5,1004.8,5828.3,5848,4397.4,8903.5,7664.8,829.52,9497.9,11416,5128,1127.8,10532,7848.9,3366.5,1025.7,9084.2,2052.2,6850.8,568.19,4584.8,7361.7,4746.7,11693,8004.6,4013.9,535.74,7421.6,14133,1294.3,7401.9,8507.9,890.76,7148.2,4105.9,4152.6,9599.4,9308.6,649.6,7042,7143.9,1081.1,8730.3,4642.1,6216.7,8257.9,2321.8,9381.9,2153.3,4641.2,2920.3,12242,14123,411.33,5172.8,13740
9734.7,5316.9,12248,6476.1,7244.5,8122,3177.5,2386.1,2697.7,8397.3,13935,6804.8,10757,0,12124,9147.1,13472,17129,13515,15311,9057,5675.6,14250,6372.4,9959.9,18708,19631,16137,7741.1,9723.8,18475,2777.2,828.53,7773.6,16535,3584.1,13294,9804.3,11113,1007.8,22087,18466,3352.9,3023.3,8288.4,13050,6174.5,7020.7,8999.5,3131.3,8103.4,11824,2194.4,2789.9,7551.7,9565,4742.3,5106.9,8617.3,10068,4410.6,12006,8288.7,12417,8536,5710.1,7428.2,577.97,6335.9,10192,12528,7813.2,2295,14153,6359,18606,13229,17370,11524,8118.7,16926,13697,12966,21288,4710.8,13958,3785.5,9213.7,8996.9,4699,8773.2,15553,15321,7319.1,9118.1,2421,23947,10355,8367.5,2379.2
4706.1,8295.2,1995,8223.2,6139.9,7087.6,8725.6,13489,12130,5314,2610.3,5525.6,595.13,12124,0,1713.5,2992.6,8973,654.23,2287,6312.8,4944,2636.5,6998.1,4987.1,8475.3,8895.1,5054.4,7909.8,579.45,6332.4,11069,9476.3,4230.4,3290.5,8764.6,2012.6,871.49,569.67,11384,8938.7,8866.3,9142.3,14769,2148.2,1600.2,4572.1,5443,4643,7952.6,8846.6,267.76,9376.9,9859.1,4971.7,413.31,7130.6,8783.1,2416,389.21,7719.7,2140.5,5693.9,765.33,5054.6,7001.7,4822.8,11482,6944.3,2622.5,1002.7,7750.7,13899,1914,7674.6,9746.6,1931.4,8845.8,3497.8,4237.4,7850.8,10966,1506.6,9159.5,7194.1,1951.4,7855.7,4635.1,7620.1,8135.8,1617.6,9577.9,3050.9,3672.2,2641.8,13874,10135,364.91,4744.9,12779
4666,7622.1,2606.8,8365.7,4915.4,7138.9,6424.6,10689,11721,4986.2,4360.2,4276.7,2118.7,9147.1,1713.5,0,3881.2,12107,1339.1,2933,5179.8,4297.3,2979.6,6965,3976.4,10418,12416,6533.8,6633.1,2040.2,7570.3,8816.1,10118,3188.6,4550.9,7857.5,2731.5,1741.1,969.33,11378,9840.2,8908.9,8399.6,11159,2170.2,2495,4158.5,4258.4,3083.5,7344.4,6631.7,1209.8,10165,8233.4,4289,1181.8,8701.4,9072.5,2119.3,1168.5,7947.5,2771.9,5032,1664.1,3718.8,6283,3075.8,12514,7009.4,3472.4,2247.9,7226.6,10401,3453.6,7223.7,11109,3104.3,10380,2996.9,4476.4,9050.8,10303,2768.4,9183.8,5936.2,2719.5,10121,3871.2,6423,8524.6,171.04,11670,4346.9,4208.3,1957.4,12057,13400,2043.8,3466.5,11651
9357.9,12012,1783.6,9300.7,8866.5,9705,12568,16059,18050,8691.2,2544.2,7806.5,2997.4,13472,2992.6,3881.2,0,7105.2,2887.3,2282.7,7965.8,6461.3,1961.3,10414,8314.6,7314.5,8797.3,4473,9513.3,4300.5,5820.3,13595,12096,7918.8,1271.4,11272,1529.3,4449.8,3293.6,14365,7611.5,8842.2,10626,15065,5331.2,1477.3,6587.9,9954.2,6010.4,12089,12534,3615.7,12070,14042,8688.9,3750.9,11877,13466,5762,3575.8,12069,4872.9,9471.4,2878.5,7648.5,8505.3,8089.8,14619,10573,5411.7,2393.3,11487,16354,2009.2,10653,7424.8,2750.2,6887.5,6301.4,7956.8,9164.3,14390,2102.3,9341.9,8155.2,1726.6,13869,7418.3,8663.6,11423,4228.4,8451.8,2972.7,8416.7,5431.3,15830,10009,3176,7081.6,15412
11145,15490,6843.3,13042,14255,13540,18632,21230,17797,12844,5183.9,12581,8677.7,17129,8973,12107,7105.2,0,8046.5,7557.6,12342,12893,6662.6,13849,13126,437.1,603.82,3643.1,12682,7663.7,2595.6,18508,18690,11591,6342.5,14815,8464,9323.6,9919,23183,252.32,188.21,19352,20800,9451.5,6774.1,10974,11132,10386,16963,13800,9554.3,15299,20292,12192,8753.1,16393,16176,7737.5,9355.5,14098,8359.7,12273,7628.1,12921,11552,13614,17723,13507,10829,8509,14563,21737,7625.9,15094,264.41,8597.7,332.32,9261.1,11416,444.66,15692,7732.1,571.08,14940,6657.9,14477,11108,10668,15280,10603,508.83,5965.1,9775.9,9763.9,22908,3761.5,8596.7,14672,20205
6529.2,9294,1368.6,7052.2,6623.9,6062.5,10101,9818.1,12351,6392,3547.2,6108.1,892.93,13515,654.23,1339.1,2887.3,8046.5,0,1777.5,5479.9,5651.3,1820.1,6983.7,4887.7,8762.1,7907.8,4623.5,5582.4,1111.5,7345.2,10411,12281,4724.1,2829.9,10964,1589.6,1483.1,427.67,10223,9874.5,8776.6,8932.4,12836,2401.8,982.17,5608.8,4480.1,4330.4,10450,6942.6,665.61,9965.9,10779,6088.7,884.61,8085,8859.2,2650.2,953.9,8307.2,2776.3,6950.9,364.02,4907,8252.2,4903.4,11298,9412.4,3755.2,597.95,8233.3,13129,1909.7,6134.1,8956.8,1590.7,10201,3991.1,5089.2,10165,10738,1342.4,7983.9,7455.9,1332.3,10412,5712.4,5680.4,7377.4,1790.7,7821,3332.8,4866,2602.4,12197,12300,753.33,4832.4,13230
7156.6,10569,1177.5,6875.3,7339.7,8468.9,10410,14940,14423,7673.1,717.99,6815.5,1709.2,15311,2287,2933,2282.7,7557.6,1777.5,0,8064.5,7313.3,672.43,9197.9,5106,6399.2,7448.6,2182.4,8109.4,1891.2,4696,12373,14373,5514,1668.6,8711,1085.4,2268.9,2146.8,11231,6983,6311.9,11095,13345,3493.8,1544.3,6228,7032.5,5536.3,9369.8,9873.2,2333.8,9729.4,11238,7862.5,2256.3,11317,11471,3948.4,2390.9,10451,3632.7,7854.3,1380.6,6341.9,7741,7622.5,10196,9654.9,4377.7,1216.6,9753.4,12354,686.62,8606.8,7826.7,555.95,6234.4,4456.8,4921.1,6142.6,11690,788.21,7853,8426.9,653.84,10420,5919.9,8365.2,10558,3565.9,6837,1225.1,6025.9,4046.5,13948,9865.3,1943.6,7268.2,14780
328.45,3726.3,8079.2,2039.9,793.03,1253.9,5116.7,8537.6,10069,437.91,7044.3,1599.6,6758,9057,6312.8,5179.8,7965.8,12342,5479.9,8064.5,0,2884.1,6922.4,1430,1290.8,10853,13225,7511.8,919.89,5322,12130,4305.8,7630,1886.9,9133.1,3880.5,7277.7,5104.1,6052.5,7426.2,12350,11748,4047.9,10492,3628.6,7677.4,1833.8,585.78,1750.2,3398.7,1592.4,5743.1,4957.6,4649.9,1438.2,5779.5,3649.9,4337.6,3402.2,5363.6,4064.1,3582.7,178.74,7057.1,1598.3,1597.5,1732.7,8290,2263.5,2386.2,6442.2,1141.4,7114.9,7850.5,1533.3,10360,8323.2,12706,3108.2,1702.3,12013,7790.7,6996.7,14170,2391.7,7100.8,3695,1392.5,948,3816.4,4687.4,13107,6082.1,1300.6,3252.2,9347.5,13580,6990.8,1836.3,8862.9
3175.5,3552.5,7089.2,3385.2,2029.8,3374.4,3747.6,8012.1,8330.6,3112.2,5935.9,1116.2,5849.3,5675.6,4944,4297.3,6461.3,12893,5651.3,7313.3,2884.1,0,6583.4,2676,3009.4,14050,11519,9297.2,2624,5162.8,13022,5801.3,6228,1413.9,6482.6,3857.3,6042.5,4798.7,4627.2,6621.8,13792,13340,4725.6,8208,3651.9,7140.1,749.73,2009.7,1277.5,3414.8,3599.5,4583,4671.7,5510,890.02,4634.2,4453.3,4395.3,3604.3,3813.7,3331.5,4297.3,2327.5,5361.8,2621.9,2846.1,1033.8,6605.3,3617.5,3919,6230.4,2933.9,7834.2,6984.3,3037.8,13186,6460.8,15629,3320.7,2826.1,12514,12138,6417.2,12982,2504,5787,3948.8,3194.6,3839.6,3463.9,3647.7,15419,6170.7,2284,3372.5,7324.5,16521,4330.3,757.93,9541.7
8792.8,10085,886.46,10216,9350.4,9197.5,10219,13588,16267,7751.1,909.01,7163.2,1994,14250,2636.5,2979.6,1961.3,6662.6,1820.1,672.43,6922.4,6583.4,0,10650,5962.3,7106.7,5711.2,2670.3,8589.3,3052.8,4792.1,13940,14163,5736,548.6,10333,800.06,3313.3,2842.8,14082,5658.9,6831.4,10258,13983,4565,1292.4,6683.4,7200.7,5983.8,12420,8404.6,2682.8,11302,11116,7037.1,2971.7,9499.1,11242,5225.9,2924.3,11180,4765.6,8624.4,1895.2,6548.7,9041,7290.6,14407,10341,4713,1268.9,9746.4,14095,570.62,9777.1,7290.5,1212.5,8274.6,5137.2,5330.6,7275.7,11002,1332,6462.9,9365.7,816.33,10124,7645.4,8624.2,9240.2,4129.1,7283.3,1349.8,6772.8,4608,14944,10654,1886.7,7059.7,14186
1590.6,1921.7,7744.8,352.11,1251,1014.4,3449.2,9594.2,6017.9,1697.7,10734,2094.5,5983.7,6372.4,6998.1,6965,10414,13849,6983.7,9197.9,1430,2676,10650,0,2916.7,12467,14455,10250,977.15,6555.9,11270,3422.9,7189.9,3192.4,10110,2897.2,7923.9,7549.7,7961.3,7298,13004,14209,3305.9,8140,4726.1,7638.3,2453.6,1962.9,2960,2751.3,739.54,6660,3918.3,4088.5,2251.5,8023.9,2451.9,3161.4,4593.8,7869.3,2653.1,5979.5,1155.7,7187.8,2298.8,319.91,2168.4,6666.9,598.26,4578.2,8348.1,1135.6,8201.4,9899,648.73,14877,8462.4,11543,3775.6,2812.8,14142,7945.9,7937.4,12757,1503.4,8971.8,2670.2,2930.3,2337.5,1490.4,6718.6,16152,10063,3078.9,5144.4,10385,15963,6311.5,3216,7677.9
1091.3,4794.5,5939.5,2942.2,1552.5,2939.6,5201.6,10537,10213,1457.8,6226.9,1920.5,5067,9959.9,4987.1,3976.4,8314.6,13126,4887.7,5106,1290.8,3009.4,5962.3,2916.7,0,12059,10639,7743.8,2800.8,3251.5,8148.4,6171.9,7889.1,1664.4,8094.3,4138.1,5699.6,3444.7,4203.2,9917,8584.2,11236,4997.4,10888,2078,5678.9,2510,1195.5,1485,5951.4,2862.1,3975.5,6251.5,5021.1,1994.1,3292.6,4554.2,5039.7,1811.9,4541.4,4630.6,2562.4,1690.3,4137,67.889,2981.8,2126.7,10224,3149.5,1210.9,5419.5,3049,11296,5990.8,2880.7,13397,6626.6,10744,1346.4,157.1,9695.6,7212.1,5273.5,8802.5,3796.4,5567.3,5286.3,178.92,2772.2,4615.2,3572.9,13287,5751,536.91,1692,10980,16168,4726.5,1789.8,9919.6
12333,12660,7796.5,14751,10558,10908,18362,17836,24280,12684,4896.6,13882,8060.1,18708,8475.3,10418,7314.5,437.1,8762.1,6399.2,10853,14050,7106.7,12467,12059,0,737.22,4108.2,13874,7009.2,2100.4,20268,16036,9621.9,7139.1,15312,6532.1,9279.4,9887,16453,364.32,241.33,14306,23342,9663,7242.1,12282,14499,13257,15143,13891,8033.4,13700,16985,13822,8524.3,14901,15420,10597,7494.1,13848,10095,14200,8555.7,13199,13410,10236,19099,15737,8492,7680.8,14963,19391,8115.1,12104,596.71,5413.1,561.05,9422.4,9118.6,719.46,13842,7288.7,820.36,15009,7080.6,13770,11157,13079,15494,10572,585.52,5241.9,13564,10405,17610,5042.2,8571.8,10589,20405
12503,15298,6542.7,15000,13578,15408,16567,22513,18626,10734,5580.3,13753,8604.9,19631,8895.1,12416,8797.3,603.82,7907.8,7448.6,13225,11519,5711.2,14455,10639,737.22,0,4002.9,10555,8901,2391.5,19436,20633,11487,6893.5,14730,8439.5,9701.9,10045,15804,349.46,495.6,19634,23978,10609,7800.1,15223,12619,12889,16332,13471,9891.1,17451,19587,13189,9022.2,13970,15045,9057.5,10193,14549,11321,12333,7986.9,10441,12110,12660,20329,14997,8886.7,9555.2,15045,17409,7261.1,14793,216.41,7517.7,190.81,9259.1,12804,34.832,14740,7646.3,53.136,12212,7539,18431,10573,11044,13299,9468.4,126.23,5974.7,13990,10828,22544,3858.7,7389.7,13152,23437
8272,13180,3108.5,10394,9845.8,8979.7,13916,12914,19609,7978.9,1981,9010.3,4045.1,16137,5054.4,6533.8,4473,3643.1,4623.5,2182.4,7511.8,9297.2,2670.3,10250,7743.8,4108.2,4002.9,0,7505.6,4553.5,2159.5,11436,13916,8595.1,3181.3,12766,3240.2,4405.6,5057.1,12961,4259.4,3629.8,12429,14328,5056.8,4152.7,8870.2,9603.1,8069.9,11205,9377.5,4700.5,13437,11182,10418,5062.6,13033,13473,6209.5,4497.3,13292,4810.6,8475.9,5069.7,6835.7,10104,6667.3,14421,10569,7313.9,4106.6,10207,16311,3157.6,10142,3928.3,3423.3,4523.7,5780.6,7563.1,5301.1,9817.3,3460,4813.4,9764.9,2992.6,12621,7129.8,8458.5,11241,6193.7,3635.4,1638.1,7494.6,5232.5,16596,7309.2,4045.5,9108.3,18676
1113.4,2396.5,9107.4,1253.2,983.3,486.61,4538.2,9942.8,8025.3,1069,7161.2,2062.3,7045.9,7741.1,7909.8,6633.1,9513.3,12682,5582.4,8109.4,919.89,2624,8589.3,977.15,2800.8,13874,10555,7505.6,0,6565.3,10885,3561.6,7941.7,2912.1,8631.7,3830,7431.8,5488.8,7568.4,8454.9,11298,11000,4137.8,8141.6,5019.2,9188.2,2958.7,1317,2472.8,3592,820.75,6072.4,6392.8,5092.7,1735.7,5906.9,3660.3,3347.3,3276.4,7020.4,3623.5,5482.3,587,6364.9,2575.5,1167.7,2319.9,8255.1,1316.9,3190.5,7453.9,346,9478.1,8785.2,1772.3,13996,7429.2,12807,3229.3,2597.3,13303,9135.8,7308.3,14506,2142,7529.4,3581.9,2537.8,1069.4,2462.2,5500.8,12283,7460.6,1975.3,3716.7,9710.3,16986,7012.5,2740.5,9147.2
5778.6,7256.5,2316.4,7455,5498.9,6590.8,8944.3,13460,11150,5734.7,2944.2,4708.6,707.16,9723.8,579.45,2040.2,4300.5,7663.7,1111.5,1891.2,5322,5162.8,3052.8,6555.9,3251.5,7009.2,8901,4553.5,6565.3,0,6486,9767.8,10313,3771.9,3965,7721.6,2310.5,584.51,1173.9,10549,8596.7,7202.2,8710.7,13486,1874.9,1819.2,4374.2,4499.8,3821.1,8482.9,8076.7,627.31,9169.1,9885.8,4665.3,630.64,8994.1,10456,2622.9,400.45,8134.4,1540.5,4418.7,1054.2,3805.4,6631.7,4452.5,10977,7275.4,3342.4,1371.2,7100.5,12042,2006.6,6825.1,9529.3,1501.4,9249.4,2634.2,3829.3,9653,11208,1231.8,8275.4,6299,1759.8,7857.3,3891.9,7162.3,7896.5,1897.7,7984.1,2513.9,4606.3,1815.8,13842,13936,414.63,4454.5,14887
10298,12636,5024.2,11513,12778,9322.2,13314,17673,18846,10714,3277.1,10835,6513.1,18475,6332.4,7570.3,5820.3,2595.6,7345.2,4696,12130,13022,4792.1,11270,8148.4,2100.4,2391.5,2159.5,10885,6486,0,13133,18101,8281,5298.6,13310,5787.3,7076.3,6899.8,17720,2568.2,2175.1,13948,21436,5855.2,6979.3,10455,10501,8222.3,11630,11190,6981.5,13558,13673,10210,7262.7,15857,14715,7900.9,6593.6,14378,6211.1,10828,7003.3,8963.3,13307,8781,16780,11817,8685.2,5517.7,9175.7,18341,5740.2,12195,2908.5,4571.2,2943.2,6251.8,10387,2983.7,13937,4609.6,2359.5,11672,4846.8,11749,8919,10266,15610,7641.5,2427.8,3785.2,7867.6,8176.9,21464,6855.8,5967,9490.7,18901
4705.9,1381,11571,3187.4,3819.4,5115.3,1634.5,5996.5,3885,5623,12908,4272,11582,2777.2,11069,8816.1,13595,18508,10411,12373,4305.8,5801.3,13940,3422.9,6171.9,20268,19436,11436,3561.6,9767.8,13133,0,3448.1,5969.2,13162,948.71,10466,8930.9,9004.4,3739.5,17630,19780,664.72,3752.7,9006.6,11290,5853.2,4234.5,5277.9,1715.7,4039.1,9197.2,1510.4,713.3,5429.1,9369.4,1131.2,888.15,6795.2,7981.2,1599.7,8000.1,4559.2,10885,6443.9,3266.5,4858.3,3645,2709.6,6759.8,11444,4866.5,3985.5,12713,2887,17195,12492,16164,8321.6,6577.7,15499,14895,10165,16675,3410.1,13332,645.68,6609.9,5160.5,1993,8450.4,19225,13367,4882.2,7904.2,6511.4,24028,10923,4822.5,4488.8
